1073994292,6.9302
1074250503,5.4062
1074254709,7.8177
1074254735,7.6992
1074326411,2.8214
1074613572,8.3242
1074691222,3.0009
1075523938,3.921
1075809231,7.3306
1075810267,3.8735
1075810598,6.6057
1075810599,1.7156
1075810606,3.1757
1075810607,4.8142
1075810608,1.95
1075810785,7.3442
1075810786,5.4549
1075810920,3.591
1075810936,3.1268
1075810940,5.0834
1075810975,4.4879
1075810985,7.1578
1075810986,2.0225
1075810997,7.0187
1075811202,7.097
1075811205,7.2051
1075811206,7.8907
1075811212,6.6442
1075811218,3.34
1075811221,4.0649
1075811230,1.8578
1075811232,2.1091
1075811233,2.457
1075811238,9.3275
1075811248,3.929
1075811264,2.4642
1075811272,8.5444
1075811275,7.4814
1075811348,6.6328
1075811351,6.4683
1075811352,5.9975
1075811358,5.4982
1075811359,6.8039
1075811365,7.8536
1075811366,5.6217
1075811370,2.1763
1075811372,6.9728
1075811379,7.5089
1075811438,5.2847
1075811516,6.7047
1075811525,7.2234
1075811526,5.5264
1075811577,2.3796
1075811578,2.5743
1075811580,2.144
1075835228,6.2233
1075835229,6.6185
1075835321,6.1225
1075835448,5.315
1075836055,3.5441
1075836275,4.3589
1075874008,2.064
1075874026,4.1626
1075874051,3.9464
1075874061,2.6608
1075874068,3.118
1075874086,2.7153
1075874764,3.044
1075875389,6.6738
1075875393,8.827
1075877097,3.8874
1076085414,4.2092
1076101267,2.2811
1076102334,4.5481
1076102418,5.9875
1076102419,5.5281
1076102494,5.3677
1076102495,4.6862
1076118756,3.1335
1076237987,7.7243
1076237992,7.0234
1076240867,3.5223
1076242185,3.8561
1076242195,3.3061
1076242236,5.4166
1076242237,5.3175
1076243638,5.1682
1076243673,3.4413
1076275990,6.0437
1076276016,6.9972
1076277563,6.9701
1076279620,6.9295
1076280286,3.9276
1076280401,3.132
1076306144,8.0141
1076307505,6.7827
1076308196,5.3125
1076309769,4.3782
1076309873,4.8228
1076332760,4.0125
1076332811,2.4825
1076340477,6.617
1076340725,4.5441
1076342279,4.5057
1076342527,2.0927
1076344095,8.128
1076346543,9.0408
1076346720,3.4027
1076346728,8.9485
1076346733,9.3526
1076346744,7.0576
1076346835,5.394
1076346836,4.5071
1076346845,5.0097
1076348858,1.0411
1076350288,3.6051
1076351712,1.9827
1076351714,1.944
1076351856,3.2225
1076354777,7.6679
1076355037,6.9844
1076355041,7.1608
1076355043,7.0479
1076355055,6.4257
1076355140,7.5045
1076355513,5.5076
1076355585,5.3499
1076355588,5.4696
1076355610,2.5259
1076355844,1.0
1076357546,7.283
1076358154,3.7345
1076358349,2.11
1076358419,5.0342
1076358908,2.2409
1076359032,2.7794
1076359042,2.664
1076359292,2.6528
1076359296,3.9356
1076362947,1.0
1076362977,1.7735
1076363062,2.2584
1076363457,7.6232
1076364301,4.4694
1076365041,2.525
1076365051,2.5767
1076365056,8.4594
1076365141,2.6785
1076365188,2.1596
1076365980,2.4511
1076366022,3.5223
1076373797,3.1222
1076373930,4.5604
1076375419,2.5891
1076376239,2.8543
1076377426,6.0034
1076378412,6.4919
1076378562,2.5692
1076378565,1.9968
1076378797,3.3255
1076379376,8.6042
1076380275,2.0985
1076382384,6.0078
1076382387,4.2312
1076382699,4.7671
1076383139,2.085
1076383159,3.9704
1076383195,5.1459
1076385397,2.7767
1076386174,2.4255
1076386280,5.1982
1076386665,1.8171
1076387593,3.4072
1076388752,1.7251
1076389547,1.6066
1076390975,3.6597
1076391059,6.9583
1076391208,5.5996
1076391225,5.4063
1076392349,3.8071
1076392352,3.5366
1076392381,3.711
1076392424,3.5265
1076392583,5.9805
1076392625,9.9856
1076393340,5.1559
1076393533,4.0434
1076393536,5.8657
1076393564,4.8782
1076394359,5.0389
1076394363,4.8775
1076401956,3.9708
1076401960,4.816
1076402279,4.1485
1076402390,7.7093
1076402978,4.0982
1076403123,7.5923
1076403170,2.5482
1076403286,6.1255
1076403295,6.8964
1076403297,6.7534
1076403396,2.2445
1076403499,3.9911
1076404111,4.1339
1076404606,8.3968
1076404607,6.8435
1076404608,8.4305
1076404612,6.7181
1076404649,1.9382
1076405032,3.5411
1076405036,3.3854
1076405429,1.7922
1076405540,1.9062
1076405569,5.3403
1076408835,4.5931
1076409525,4.393
1076410308,3.9037
1076411422,8.1064
1076411439,1.0
1076411475,6.1708
1076413920,1.0
1076417170,4.2816
1076417880,5.9164
1076418057,1.8931
1076418127,7.4033
1076418144,3.6644
1076418150,2.5911
1076418730,7.5521
1076418752,8.0428
1076418754,6.2852
1076418760,8.3724
1076418783,6.9886
1076418790,8.0083
1076418812,8.1395
1076418818,7.9088
1076418844,5.5317
1076422254,3.9045
1076423134,7.2431
1076429837,8.4943
1076429876,6.3641
1076429877,6.1173
1076429894,6.611
1076430180,8.3577
1076430578,7.6241
1076430697,8.0885
1076431879,6.247
1076431969,2.7242
1076432057,5.1909
1076433805,3.4779
1076433811,6.5572
1076433819,6.066
1076434085,6.9816
1076434401,6.6994
1076435516,3.3093
1076435609,2.2513
1076436310,3.9211
1076436490,3.1767
1076436494,3.9982
1076436499,2.9723
1076436582,5.6251
1076437696,2.9594
1076437697,5.4001
1076437734,3.751
1076437807,3.943
1076438792,1.4877
1076438793,1.0709
1076438796,2.7546
1076438828,6.2983
1076438829,6.7305
1076438831,4.8914
1076439226,6.8914
1076439229,7.1626
1076439230,7.312
1076439277,2.4346
1076440733,1.5033
1076441567,3.1473
1076441803,4.2915
1076441804,2.1299
1076442223,3.5078
1076442226,2.7497
1076442281,2.8819
1076442294,2.0993
1076442371,5.9289
1076442374,5.0629
1076442499,1.719
1076442519,4.15
1076444139,2.6784
1076444365,3.437
1076445052,8.4312
1076445103,4.3364
1076445110,4.5965
1076445438,3.4326
1076445443,3.1627
1076445444,2.7247
1076445445,2.8261
1076445452,5.9273
1076445453,5.4754
1076446782,4.1953
1076446792,9.0553
1076446817,6.9514
1076446818,7.9544
1076446825,9.2349
1076446827,10.0
1076446961,3.1153
1076446966,3.18
1076447016,6.072
1076447391,7.896
1076449006,1.4144
1076449542,4.3147
1076456860,8.6144
1076456877,8.4568
1076456881,9.3007
1076456893,8.2196
1076456900,8.5635
1076459280,2.9003
1076459282,2.9919
1076459374,5.2434
1076459441,5.1652
1076460337,4.5566
1076461168,2.2004
1076461197,5.5382
1076461498,5.4167
1076463291,1.7704
1076463692,5.1027
1076463839,3.1061
1076463913,10.0
1076463918,8.9529
1076464170,10.0
1076464173,9.813
1076464330,5.1287
1078002116,6.1929
1078002432,2.2351
1078002487,3.0267
1078004716,3.6967
1078005091,7.3589
1078006156,2.0019
1078006741,5.7072
1078007387,3.1124
1078008175,9.7603
1078008231,9.5039
1078008232,6.5922
1078008901,4.651
1078009216,7.9999
1078009408,5.2195
1078009421,5.5105
1078009610,8.387
1078009812,6.5318
1078009831,2.0984
1078009834,3.0631
1078009837,2.2466
1078009838,1.8748
1078009867,10.0
1078010092,7.3531
1078010095,5.7221
1078010111,7.7141
1078010115,7.5246
1078010179,5.374
1078010184,5.5685
1078010241,1.6803
1078011906,1.0
1078012749,1.0207
1078013668,9.2183
1078013687,4.8109
1078013917,6.9958
1078014543,7.4514
1078014905,5.4017
1078015087,3.5185
1078015112,2.0033
1078015114,4.6088
1078015133,1.2487
1078015134,1.2865
1078015137,6.1997
1078015138,3.5009
1078015502,6.3818
1078015529,5.2769
1078015644,6.5292
1078016017,5.4793
1078018022,5.5204
1078018103,2.333
1078018160,6.3754
1078018211,4.0637
1078018451,1.7139
1078018480,1.9501
1078018531,7.3363
1078018537,6.5602
1078018726,2.6653
1078019220,4.719
1078020324,3.427
1078020564,3.3893
1078021192,7.8294
1078021246,1.1033
1078021258,7.6572
1078021259,8.2835
1078021393,8.2219
1078021643,4.3941
1078022316,9.9676
1078022343,6.3061
1078022544,5.2751
1078022559,1.8377
1078023917,5.1753
1078023924,5.5101
1078024798,3.4268
1078025151,5.6401
1078025347,7.4789
1078025489,7.9956
1078025995,6.524
1078026689,3.9446
1078026692,3.0223
1078027508,3.3916
