1073994292,6.9063
1074250503,4.521
1074254709,7.6354
1074254735,8.0053
1074326411,3.3233
1074613572,7.2049
1074691222,2.3236
1075523938,4.1329
1075809231,6.7149
1075810267,4.1553
1075810598,6.4352
1075810599,1.4479
1075810606,3.2945
1075810607,5.904
1075810608,1.8115
1075810785,7.1204
1075810786,4.5911
1075810920,4.027
1075810936,2.676
1075810940,4.7613
1075810975,4.0241
1075810985,7.54
1075810986,2.2771
1075810997,7.85
1075811202,7.2061
1075811205,6.9597
1075811206,7.7778
1075811212,6.7704
1075811218,3.4883
1075811221,3.8961
1075811230,1.8625
1075811232,1.8397
1075811233,1.8218
1075811238,9.1091
1075811248,3.3943
1075811264,2.4868
1075811272,8.5479
1075811275,7.5783
1075811348,7.5204
1075811351,6.2931
1075811352,5.5615
1075811358,6.0637
1075811359,6.6082
1075811365,7.1899
1075811366,6.3411
1075811370,2.5251
1075811372,8.2429
1075811379,8.4625
1075811438,4.3829
1075811516,6.3372
1075811525,7.5445
1075811526,5.3523
1075811577,2.0394
1075811578,2.5012
1075811580,2.0104
1075835228,6.7721
1075835229,6.9801
1075835321,6.9168
1075835448,4.6776
1075836055,2.8787
1075836275,4.2966
1075874008,1.794
1075874026,4.1745
1075874051,3.5331
1075874061,2.7062
1075874068,2.9674
1075874086,2.4987
1075874764,3.3903
1075875389,7.304
1075875393,8.5666
1075877097,4.5658
1076085414,4.0313
1076101267,2.3418
1076102334,5.6603
1076102418,5.2215
1076102419,5.1581
1076102494,5.5717
1076102495,4.6098
1076118756,2.6334
1076237987,8.4474
1076237992,7.9763
1076240867,3.6778
1076242185,4.3414
1076242195,2.9999
1076242236,5.8346
1076242237,5.6694
1076243638,4.6645
1076243673,3.2153
1076275990,6.2974
1076276016,6.4101
1076277563,6.443
1076279620,6.8368
1076280286,3.5778
1076280401,4.1378
1076306144,7.8269
1076307505,6.5133
1076308196,5.308
1076309769,4.3428
1076309873,5.2275
1076332760,3.3887
1076332811,3.0141
1076340477,4.1028
1076340725,4.6101
1076342279,4.2375
1076342527,1.6975
1076344095,8.6824
1076346543,9.0637
1076346720,3.5239
1076346728,8.1583
1076346733,9.1336
1076346744,7.2501
1076346835,5.3809
1076346836,4.3529
1076346845,4.4145
